name,gender,meanings,origin
Cisár,m,Emperor,Latin
Ciucă,m,Unknown,Romanian
Cjàno,m,Unknown,Unknown
Ciéla,f,"Heavenly, heavenly sky",French
Clinqué,,Unknown,Unknown
Clolà,,Unknown,Unknown
Cloé,f,"blooming, green shoot",Greek
Cláudia,f,"lame, enclosure, enclosure of thorns",Latin
Cláudio,m,"lame, limping",Latin
Clé,f,Key,French
Cléophat,m,"Famous, renowned",Greek
Clémence,f,"mercy, clemency",Latin
Clídna,f,"Shapely, from the valley, gentle",Irish
Clíona,f,"shapely, graceful",Irish
Coatréven,m,Unknown,Breton
Cobeñas,m,Unknown,Unknown
Cocô,f,Unknown,Portuguese
Codruța,f,"Forest, Woods, From the woods",Romanian
Colarić,,,
Colarič,m,Unknown,Slovenian
Colaço,,Unknown,Portuguese
Colín,m,"Dove, Greek origin meaning victory of the people",Greek
ComirÉ,Unknown,Unknown,Unknown
Comiré,Unknown,Unknown,Unknown
Commiré,,,
Concepción,f,"conception, beginning, origin",Spanish
Confía,f,"Trust, Believe, Faith",Spanish
Congjuanco,,Unknown,Unknown
Comirré,,,
Constança,f,"constancy, steadfastness, courage",Latin
Contact,N/A,N/A,N/A
Conán,m,"Little wolf, Wise, Hound",Irish
Coné,Unknown,Unknown,Unknown
CorazÓn,f,"Heart, Love",Spanish
Cordè,m,Unknown,Unknown
Cordón,m,"Rope, cord, strap",Spanish
Cornélio,m,"Horn, like a horn, of a horn",Latin
Corrupção,n/a,Corruption,Portuguese
Cosméticos,,,
Cortège,m/f,"procession, parade",French
Corvão,m,"Raven, Crow",Portuguese
Coudère,m,Unknown,Unknown
Creedançe,,Unknown,Unknown
Crespón,m,"Curly-haired, Frizzy-haired",Spanish
Crhová,f,Unknown,Unknown
Cotrău,m,Unknown,Unknown
Cristián,m,Follower of Christ,Greek
Croía,f,Unknown,Irish
Crittaporn,m,Unknown,Thai
Crémâtes,,,
Cristóvão,m,Follower of Christ,Portuguese
Csergő,m,Unknown,Hungarian
Csernák,m,Unknown,Unknown
Csörsz,m,"Farmer, Peasant",Hungarian
Csanád,m,"Follower of the Christian faith, combatant, warrior",Hungarian
Cría,Unknown,Unknown,Unknown
Cumž,,,
Curaçao,f,"Island, Liqueur","Spanish, Portuguese"
Cuña,Unknown,Unknown,Unknown
Curação,f,Unknown,Portuguese
Cxcxxx,,,
Cyrcée,f,Unknown,Greek mythology
Cuauhtémoc,m,"Descending Eagle, Eagle that descends, Descending eagle warrior",Nahuatl (Aztec)
Czerwiński,m,Unknown,Polish
Czerwińska,f,Unknown,Polish
Càirdeil,Unknown,Unknown,Unknown
CÁelainn,m/f,"Loving, Pure, Joyful",Irish
Cáic,m,Unknown,Unknown
Càrlos,m,"free man, manly, strong","Spanish, Portuguese"
Cáirthenn,m,"Warrior, Victorious",Irish
Cássio,m,Empty,Latin
Cáit,f,"Pure, chaste",Irish
Câlin,m,"gentle, affectionate",Romanian
Cátia,f,"Pure, chaste",Portuguese
Cänté,Unknown,Unknown,Unknown
Cællie,,,
Cätlyn,f,"Pure, clear",Greek
Cæcilie,f,"blind, dim-sighted",Latin
Cédiez,Unknown,Unknown,Unknown
Célestine,f,"heavenly, of the sky",Latin
Cémoi,m,Unknown,Unknown
Célice,f,"Blind, Heavenly, Beautiful",French
Céliane,f,"heavenly, heavenly messenger",French
Célia,f,"heavenly, heavenly woman, blind","Portuguese, French"
Céphas,m,"Rock, Stone",Aramaic/Greek
Cérine,f,"Beloved, Pure",Greek
Cévon,m,Variant of Kevin,Irish
Cícero,m,"farmer, tiller of the soil",Latin
Cînar,m,"plane tree, tall, strong",Turkish
Cógáin,,"Definition, origin and gender for the name Cógáin are not available.",
Córcholis,Unknown,Unknown,Unknown
Cöat,Unknown,Unknown,Unknown
Cúchulainn,m,Unknown,Irish
Córchelo,Unknown,Unknown,Unknown
Cāel,m,"From the Gaelic meaning 'slender, thin', another meaning could be 'keeper of the keys'",Gaelic
Călin,m,"Pure, chaste",Romanian
Călina,f,"reed, marsh, a type of flower",Romanian
Cătălin,m,"Pure, chaste",Romanian
Cătălina,f,"Pure, chaste, clear",Greek
Cứt,m,n/a,Vietnamese
Cčgčthšj,,,
Dacháya,f,Unknown,Unknown
Daaté,m,Unknown,Unknown
Daezï,,Unknown,Unknown
Dahmé,Unknown,Unknown,Unknown
Dakić,m,Unknown,Serbian
Damdinsüren,m,Sturdy and Strong,Mongolian
Damélola,f,"Blessing, Wealth, Honor",Yoruba
Danaè,f,Unknown,Greek
Dandré,m,"Variant of Andre, Strong, Brave",French
Dantés,m,"Enduring, steadfast",French
Danèl,m,God is my judge,Hebrew
Danúbia,f,Unknown,Unknown
Damián,m,"to tame, subdue",Greek
Daphné,f,"Laurel tree, Bay tree",Greek
Darién,m,"Variant of Darian, Upholder of the good, Wealthy",Unknown
Dariëlla,f,"Beloved, Gift","Latin, Greek"
Dariín,,Uncertain,
Dariús,m,Possibly related to the Persian word \,Persian
Dasaáh,,Uncertain,
Dasyahá,,,
Dasyahé,,Unknown,Unknown
Dasyaàh,f,Unknown,Unknown
Dasyaéh,Unknown,Unknown,Unknown
Dasyaáh,Unknown,Unknown,Unknown
Dasyiáh,f,Uncertain,Uncertain
Dasyáh,f,Uncertain,Uncertain
Dasáh,f,Unknown,Unknown
Dasá,Unknown,Unknown,Unknown
Dasáa,Unknown,Unknown,Unknown
Daudré,Unknown,Unknown,Unknown
Davonté,m,"Modern creation, Combination of David and Monté",American
Daxxx,,,
Davídico,m,Unknown,Unknown
Davíd,m,"Beloved, Friend",Hebrew
Davó,m,"Beloved, Dear Friend",Spanish
Dayshá,f,Uncertain,Uncertain
Daïline,f,"Noble, Gentle, Beloved",French
Daïssah,f,Unknown,Unknown
Daésyah,f,Uncertain,Uncertain
Daário,m,Uncertain,Uncertain
Dañare,f,Unknown,Unknown
Dañas,Unknown,Unknown,Unknown
Dañia,f,Unknown,Unknown
Daño,m,Unknown,Unknown
Daśa,f,"ten, leader, servant",Sanskrit
Daģis,m,Unknown,Unknown
Daśah,f,Unknown,Unknown
DaŠa,f,Gift of God,Slavic
Deané,f,"Divine, Valley",French
Debärley,,Unknown,Unknown
Deberé,Unknown,Unknown,Unknown
Debía,unknown,unknown,unknown
Dechéro,m,"Noble, Honorable",French
Decía,f,"Said, spoken",Spanish
Deirdré,f,"Uncertain, sorrowful",Irish
Declán,m,"Full of goodness, Man of prayer, Exceeding, Adamant",Irish
Dejaño,,Unknown,Unknown
Delachá,Unknown,Unknown,Unknown
Dejeané,f,Uncertain,Uncertain
Delanté,m,Unknown,Unknown
Delfigué,m,Unavailable,Unavailable
Dellachá,Unknown,Unknown,Unknown
Dellápe,Unknown,Unknown,Unknown
Demantrí,m,Unknown,Unknown
Delanè,m/f,From the alder grove,Unknown
Denaé,f,"Divine, Pearl",Greek
Denniskè,Unknown,Unknown,Unknown
Denóslles,Unknown,Unknown,Unknown
Dequiña,Unknown,Unknown,Unknown
Deoné,f,"Divine, Godly, With origin name Deon",Unknown
Deralì,Unknown,Unknown,Unknown
Derèsika,,,
Desrée,f,"Desire, Dear One",French
DestaillÉs,m,"noble, distinguished",French
Dessiré,f,"Desire, wish, longing",Latin
Destineé,f,"Destiny, Fate",French
DetaillÉ,f,"Detailed, Elaborate",French
DetaillÉes,f,"Detailed, Thorough, Comprehensive",French
DetaillÉs,Unknown,Unknown,Unknown
Devčić,m,Unknown,Unknown
Deyanté,m,"Modern invention, possibly a combination of De- and Antoine or Dante","Modern English, possibly a combination of De- with Antoine or Dante"
Deyaunré,m,Uncertain,Uncertain
Deéch,,Unknown,Unknown
Deéha,,,
Dhanajì,m,"Wealthy, Rich",Sanskrit
Deókjae,Unknown,Unknown,Unknown
Dhyāna,f,"Meditation, Contemplation, Absorption",Sanskrit
Diamanté,f,"Shining, Brilliant, Diamond",Italian
Diacé,,Unknown,Unknown
Diandré,m,Uncertain,Uncertain
Difiérete,m,"Unique, Different",Spanish
Dianté,m,Unknown,Unknown
Digbé,m,Unknown,Unknown
Dianthé,f,Flower of the gods,Greek
Dilandré,m,Unknown,Unknown
Dilyuş,m,"Beloved, Darling",Turkish
Dilsàd,m/f,"Happy, Joyful",Persian
Dilşad,m/f,"Happy, cheerful, smiling",Persian
Dimá,m,Unknown,Unknown
Diána,f,"divine, heavenly",Greek
Diyanté,m,Unknown,Unknown
Dièse,f,"Sharp, Musical symbol (#)",French
Dioné,f,"possibly derived from the Greek name Dionysus, meaning 'of Zeus', 'divine', 'follower of Dionysus'",Greek
Djezzykaël,,,
Dlužanská,,,
Djémo,m,Unknown,Unknown
Dobrzański,m,unknown,Polish
Dochè,Unknown,Unknown,Unknown
Dochē,unknown,unknown,unknown
Dolejší,,Unknown,Czech
Dolcé,f,"Sweet, Sweetness",Italian
Dolenšek,m,Unknown,Slovenian
Dolgunsöz,m,Dolgunsöz is a Turkish name which means 'talkative' or 'eloquent.',Turkish
Doléis,f,"Noble, Gift",Greek
Donaé,f,Possibly a creative alternative spelling of the name Donné,Unknown
Donré,m,One from the past,Unknown
Dontá,m,Contemporary creation,
Donéo,Unknown,Unknown,Unknown
Dooché,Unknown,Unknown,Unknown
Dorelízabeth,f,blend of Dorel and Elizabeth,Not specified
Dorothé,f,Gift of God,Greek
DorÉ,m/f,"Gold, Gift",French
Dovlxxxx,m,"Beloved, Adored, Gift from God",Hebrew
Dovilė,f,uncertain,Lithuanian
Doğa,f,Nature,Turkish
Doğan,m,"Falcon, birth",Turkish
Doğukan,m,"Brave, strong",Turkish
Dołęgowski,m,Unknown,Polish
Dragoş,m,"beloved, dear",Romanian
Dragůň,m,"Strong, powerful, warrior",Slavic
Dragoș,m,"beloved, precious",Romanian
DrahomÍra,f,"Peace, Love, Dearest",Slavic
Drahomíra,f,"beloved, precious, dearest",Slavic
Dranseikaitė,f,Unknown,Lithuanian
Draíocht,,"magic, enchantment",Irish
Draško,m,"Warrior, strong, mighty",Slavic
Dražič,,Meaning of Dražič is not available.,
Dryerporn,,,
Drègèn,Unknown,Unknown,Unknown
Dré,m,Short form of Andre or Andrei,French
Dréa,f,"Short form of Andrea, Strong, Brave","Greek, Italian"
Dröfkr,Unknown,Unknown,Unknown
Drêches,,Unknown,Unknown
Duané,m,Unknown,Unknown
Duanè,m,"Variation of Duane, Dark, Little dark one","Irish, Gaelic"
Dugô,m,Unknown,Unknown
Durbajło,m,Unknown,Polish
Durković,m,Unknown,Unknown
Dunıyeah,Unknown,Unknown,Unknown
Dumières,Unknown,Unknown,Unknown
Duschmalè,m,Unknown,Unknown
Duéris,m,Unknown,Unknown
Dušan,m,"spiritual, divine, soul",Slavic
Dànvi,m,Unknown,Unknown
Dwané,m,"dark, law, uncertain","Irish, English"
Dusegård,Unknown,Unknown,Scandinavian
Dáil,m,"assembly, meeting",Irish
Dáithí,m,"Swift, Nimble",Irish
Dámela,f,Gift from God,Spanish
Dário,m,"rich, wealthy",Greek
Dámaris,f,"Gentle, Calf, Tame, Little Oasis",Greek
Dáshanay,f,Unknown,Unknown
Dásiah,f,Uncertain,Uncertain
Dávid,m,"Beloved, Friend",Hebrew
Dávila,m/f,"From the town of Àvila, possibly means 'desired' or 'beloved'",Spanish
Dásyiah,f,Unknown,Unknown
Dân,Unknown,Unknown,Unknown
Dèbora,f,"Bee, industrious, hardworking",Hebrew
Dé,m,Unknown,Irish
Débiles,,,
Débora,f,"Bee, industrious, diligent",Hebrew
Déborah,f,Bee,Hebrew
Décia,f,Unknown,Unknown
Déjeuners,,,
Dékwan,m,Unknown,Unknown
Dèin,Unknown,Unknown,Unknown
Dénoue,m,Unknown,Unknown
Démitria,f,Follower of Demeter,Greek
Déquan,m,"Modern, unique",African American
Désha,f,Uncertain,Uncertain
Déshine,f,"Divine, Gift of God",Irish
Désire,m/f,desired,French
Désolé,m,"Sorry, Apologetic",French
Détone,m,"Resonance, Distinction",French
Déverser,m,"To spill or pour out, Overflow",French
Dévinjo,Unknown,Unknown,Unknown
Dévionne,f,Unknown,Unknown
Déyonica,f,Unknown,Unknown
Dëèkshïth,m,Unknown,Unknown
Dì,m,"Earth, land",Chinese
Dòmhnaill,m,"world ruler, ruler of the world",Gaelic
Dòmhnall,m,"World ruler, ruler of the world",Scottish Gaelic
Dóiteáin,m,"burning, fiery",Irish
Dónal,m,"mighty, great chief",Irish
Dósa,f,Gift of God,Hungarian
Dökmetaş,Unknown,Unknown,Unknown
Dönci,m,Unknown,Hungarian
Dönis,Unknown,Unknown,Unknown
Dösle,,Unknown,Unknown
Döwi,m,unknown,unknown
Dümmar,m,Unknown,Unknown
Dünnst,,,
Dăncilă,f,Unknown,Unknown
Düyane,f,Unknown,Unknown
DĄbrowska,f,"From the word 'dąb' meaning 'oak', possibly indicating someone who lived near oak trees",Polish
Dąbrowski,m,"son of the oak tree, from the oak tree",Polish
Dążyła,f,Unknown,Polish
Dİlay,f,"Charming, beautiful",Turkish
Dōjō,m,"Pathway, training hall",Japanese
Dũng,m,"brave, heroic, energetic",Vietnamese
Džambi,m,Unknown,Unknown
Džan,m,God is gracious,Bosnian
Džiugas,m,"Joy, happiness",Lithuanian
Eadbhárd,m,"wealthy ruler, brave, strong",Irish
Dịu,f,"Gentle, Calm, Serene",Vietnamese
Džidžović,Unknown,Unknown,Unknown
Eakthaporn,m,Unknown,Thai
Earnán,m,Unknown,Irish
Eberliņa,,,
Edinéa,f,Unknown,Unknown
Echó,m,Unknown,Unknown
Edmé,m,"wealthy protector, prosperous guardian",French
Edwanè,m,Unknown,Unknown
Effacé,Unknown,Unknown,French
Efraín,m,Doubly fruitful,Hebrew
Edén,m,"paradise, delight, pleasure",Hebrew
Efrén,m,Unknown,Unknown
Efísimo,,Unknown,Unknown
Eglė,f,N/A,Lithuanian
Egüs,m,Unknown,Unknown
Ehnëa,Unknown,Unknown,Unknown
Egüss,Unknown,Unknown,Unknown
Ekbëck,,Unknown,Unknown
Ekledgeㅇ,,Unknown,
Eganès,m,Unknown,Unknown
Ekornrød,,Unknown,Unknown
Elané,f,"Sun, Brightness, Joy","French, Greek"
Eldaché,Unknown,Unknown,Unknown
Elandré,m,Unknown,Unknown
Eldeché,Unknown,Unknown,Unknown
Eleutério,m,"free, liberator",Greek
Elinaärbög,,,
Elisè,f,"pledged to God, my God is abundance","Hebrew, Greek"
Elizbé,f,"Consecrated to God, pledged to God",Hebrew
Elián,m,"The Lord is my God, God has answered","Hebrew, Spanish"
Eliézer,m,"God is help, my God is aid",Hebrew
Eliécer,m,God has helped,Hebrew
Eliśe,f,Consecrated to God,Hebrew
Eliška,f,"God is abundance, sanctuary; pledged to God","Czech, Hebrew"
Eljšan,m,Unknown,Unknown
Elléa,f,Unknown,Unknown
Elmondé,Unknown,Unknown,Unknown
Elliné,f,"Torch bearer, shining light",Greek
Elmonè,f,Unknown,Unknown
Eloá,f,Uncertain,Uncertain
Elzmé,m,Unknown,Unknown
Elâ,f,Not provided,Turkish
Eloïse,f,renowned warrior,German
Elèna,f,"bright, shining",Greek
Eléve,Unknown,Unknown,Unknown
Eléne,f,"Light, Torch, Brightness",Greek
Eléa,f,"light, torch, bright",Greek
Elyseé,f,The meaning of Elyseé is not known,Unknown
Elíseo,m,"From the village of Elysium, Heaven, Son of Achilles","Greek, Spanish"
Emanuelqñ,m,God is with us,Hebrew
Elżbieta,f,"pledged to God, God is satisfaction",Hebrew
Emaà,,Unknown,Unknown
Elīna,f,"torch, shining light",Latvian
Emaëlle,f,"uncertain, perhaps 'strong' or 'industrious'","uncertain, possibly a combination of Emma and Elise"
Emeyña,Unknown,Unknown,Unknown
Emigé,Unknown,Unknown,Unknown
Emelía,f,"Industrious, striving","Unknown, possibly a variation of the name Emily"
Emietsela,m,Unknown,Unknown
Emilié,f,"Industrious, striving, ambitious",Latin
Emingerová,f,,
Empeño,m,"Determined, Perseverance, Focused",Spanish
Emíl,m,"rival, industrious, eager to please",Latin
Enelé,f,Unknown,Unknown
Enemää,,Unknown,Unknown
Emília,f,"Industrious, striving, rival; To strive or excel; Rival; To excel or emulate",Latin
Enespañol,m,No specific meaning,Spanish
Enfrèn,Unknown,Unknown,Unknown
Enkür,m,Unknown,Unknown
Eniyàh,f,"Unique, extraordinary",Unknown
Englisovesexy,N/A,N/A,N/A
Ensoñé,m,"I dreamt, I imagined",Spanish
Enté,Unknown,Unknown,Unknown
Erdinç,m,Unknown,Turkish
Erdélyszky,,,
Entrézit,,,
Enzó,m,Unknown,Unknown
ErgÜl,f,Unknown,Turkish
Erkuş,m,"Noble, Honorable",Turkish
Eroméni,f,"peace, tranquility",
Erosex,,Unknown,Unknown
Ertuğrul,m,"Brave, Strong, Resolute, Leading to victory",Turkish
Erosexwin,Unknown,Unknown,Unknown
Erçel,f,It is not a known name with established meanings,Turkish
Esaaël,,Unknown,Unknown
Esfandîâr,m,Unknown,Persian
Eshaël,f,"Desired, Life, Living",Hebrew
Eskişehir,,Unknown,Turkish
Esmerê,Unknown,Unknown,Unknown
Esmé,m/f,"esteemed, beloved",French
Espqña,Unknown,Unknown,Unknown
Esmée,f,"Esteemed, Beloved",French
Estefanía,f,"crown, garlanded, victorious",Spanish
Esteé,f,Star,French
Estené,Unknown,Unknown,Unknown
Estíbaliz,f,Uncertain,Basque
Estéreo,m/f,It does not have a commonly known meaning,Spanish
Estío,m,"Summer, warmth, heat",Latin
Etheldritæ,,,
Estúpidamente,,None,Spanish
Etteréug,,,
Eudokeō,f,"Well-received, acceptable",Greek
Eugéne,m,"well-born, noble",Greek
Eugénie,f,"well-born, noble",French
Eugênio,m,"well-born, noble, of noble descent",Latin
Eulàlia,f,"well-spoken, sweetly-speaking",Greek
Eusebēs,m,"Pious, devout, godly",Greek
Evénoura,f,Unknown,Unknown
Evžen,m,"well-born, noble",Czech
Eyyəvaz,,,
Eyjólfur,m,Island wolf,Norse
Ezgİ,f,"Melody, harmony",Turkish
Ezré,,Unknown,Unknown
Ezriëlle,f,"Possibly a variation of the name Ezriela, meaning 'helped by God'",Hebrew
Eíra,f,Unknown,Unknown
Eïal,Unknown,Unknown,Unknown
Eðelu,f,"Noble, Honorable",Old English
Eþeldrithe,f,Noble strength,Old English
Eö,m,Uncertain,Uncertain
Fabián,m,"Bean Grower, Bean Farmer, Fabia's Child",Latin
FabiÁn,m,"Bean grower, Fabianus",Latin
Fahïsha,f,Unknown,Unknown
FabrÍcio,m,"craftsman, skilled worker",Latin
Fahèema,f,"Wise, understanding",Arabic
Faiyaz,m,"Generous, Charitable",Arabic
Fanêcia,f,Unknown,Unknown
Fariël,f,Unknown,Unknown
Faolán,m,"little wolf, wolf, leader",Irish
Farés,m,"Knight, Horseman, Wanderer",Arabic
Fatimə,f,"One who abstains, Pure, Queen of the women of the world",Arabic
Fathimà,f,"Variant of Fatima, Daughter of the Prophet Muhammad, Captivating, Baby's nurse (Arabic),",Arabic
Faílenn,m,Uncertain,Irish
Faìz,m,"Victorious, successful, abundant",Arabic
Fatmagül,f,"Sorry, I couldn't find any specific meanings for the name Fatmagül.",Turkish
Fedeé,unknown,unknown,unknown
Felício,m,"Fortunate, lucky",Latin
Fidži,Unknown,Unknown,Unknown
Fertői,Unknown,Unknown,Unknown
Filmsex,,,
Fiancé,m,"a man engaged to be married, a male partner in a romantic relationship",French
Fineé,f,Unknown,Unknown
Finiș,m,Uncertain,Romanian
Finét,m/f,"Gaelic origin meaning 'white or fair, pure'",Gaelic
Finį,m,"Strong, fair, white",Irish
Filício,m,"Happy, fortunate, lucky",Latin
Fióna,f,"Fair, white, beautiful",Irish
Fiónnalaigh,f,"Fair-shouldered, White shoulder",Irish
Flysjö,,,
Fjeldsjø,,Mountain lake,Norwegian
Fićo,m,"Pet form of the name Andrija, Diminutive of the name Fićeda","Croatian, Serbian"
Flávia,f,"Golden, Blonde, Yellow-haired",Latin
Flávio,m,"blond, yellow-haired",Latin
Flòraidh,f,"Bright, radiant",Scottish Gaelic
Fnüf,,Unknown,Unknown
Flóra,f,"Flower, Blooming, Flourishing",Latin
Folasadé,f,"Crown of honor, Make the crown joyful",Yoruba
Fondaumière,m,No specific meanings found,This name does not have a widely known origin
Formánek,m,Unknown,Czech
Formación,,"Formation, education, training",Spanish
Forsgård,Unknown,Unknown,Unknown
ForsstrÖm,Unknown,Unknown,Swedish
František,m,"Free man, Frenchman",Slavic
FranÇois,m,Free man,French
FranÇoise,f,"Free, French",French
Française,f,French,French
Françiose,f,"Free, independent",French
Frané,m,"Free, From France",French
Fraçais,m,French,French
Frazèl,m,I don't have information about the meaning of the name Frazèl,I don't have information about the origin of the name Frazèl
Freesex,N/A,N/A,N/A
Friámoos,,,
Frédérique,f,"peaceful ruler, peaceful power",French
Fríða,f,"Beautiful, Beloved",Old Norse
Fröehlke,m,Unknown,Unknown
Frączyk,m,Unknown,Unknown
Früchtennicht,,Unknown,Unknown
Frizál,m,Unknown,Unknown
Frİzeen,Unknown,Unknown,Unknown
Fukuyémon,m,Unknown,Unknown
Fullsexmom,,,
Fullsex,,,
Fundí,m,Unknown,Unknown
Furmañ,,Unknown,Unknown
Funès,m,Unknown,Unknown
Futacı,,,
Fáelán,m,"Little wolf, Superior, Ruler of the wolves",Irish
Fáhru,m,"bright, shining",Persian
Fádimo,m,Unknown,Unknown
Fábio,m,"Bean farmer, Grower of beans",Latin
Fájalo,,Unknown,Unknown
Fána,f,Unknown,Unknown
Fáni,m,"Free, Wanderer",Icelandic
Fält,m,"Field, open land",Swedish
Férenc,m,"Uncertain, possibly 'free man', 'brave' or 'peaceful'","Uncertain, possibly of Hungarian origin"
Félicia,f,"Happy, Lucky, Successful",Latin
Féyoma,f,Unknown,Nigerian
Fíadh,f,"Wild, Untamed",Irish
Fífiro,Unknown,Unknown,Unknown
Fíona,f,"Fair, White, Vine",Irish
Føsker,Unknown,Unknown,Unknown
Fĺubh,m,"Noble, Bright",Irish
Gabrielė,f,God is my strength,Hebrew
Gadalís,m,unknown,unknown
Gabryś,m,"Warrior, Strong, Manly",Polish
GaghÉ,,Unknown,Unknown
GagnÉ,m,"To win, to earn",French
Gahlemann,,Unknown,Unknown
Galvács,,Unknown,Unknown
Gailé,f,"joyful, lively",Unknown
Galvão,m,unknown,Portuguese
Gandeś,m,"Lord of the scriptures, master of songs",Sanskrit
Ganemtoré,Unknown,Unknown,Unknown
Gandés,m,Unknown,Unknown
Gančo,m,unknown,Bulgarian
Garbatín,,,
Gasminé,f,unknown,unknown
Gastañaduy,Unknown,Unknown,Unknown
Garbiñe,f,"Pure, clean",Basque
Gastón,m,"stranger, foreigner","Spanish, French"
Gatyás,m,Unknown,Unknown
Gaçi,m,Unknown,Albanian
Gaëlle,f,"Generous, joyful",French
Gaïa,f,"Earth, Goddess of the Earth",Greek
Gaïyun,Unknown,Unknown,Unknown
Gaçer,m,Unknown,Unknown
Gañiendo,m,Unknown,Unknown
Gačnik,m,Unknown,Unknown
Gašper,m,"Treasure, wealth",Slovenian
Gbaräbo,m,Unknown,Unknown
Gbèmagon,Unknown,Unknown,Unknown
GeneviÈve,f,"Woman of the race, white wave",French
Geiselhöirng,,,
Gedİk,m,"Fortress, obstacle",Turkish
Geneviève,f,"tribe woman, woman of the race, white wave",French
Geirröðr,m,Unknown,Norse
Gennèttè,f,God is gracious,French
Gençkal,m,"Young calf, youthful, young, fresh",Turkish
Genç,m,"young, youthful",Turkish
Genét,f,Unknown,Unknown
Genís,m,not specified,Catalan
Gergő,m,"watchful, vigilant",Hungarian
Gerizekalı,m,None,Turkish
Genți,m,Unknown,Unknown
Gervonté,m,Unknown,Unknown
Gervasıo,m,"Spear honor, Spear strength, (Derived from Germanic elements ger, 'spear' and wais, 'power, strength')",Germanic
Gerçek,m,"Real, Genuine",Turkish
Gerőcs,m,"Strong, robust",Hungarian
Geréd,m,Unknown,Unknown
Gffkfeofflkeı,,,
Get,,Unknown,Unknown
Gggj,,,
Ghaïcha,Unknown,Unknown,Unknown
Gibão,m,Unknown,Unknown
Gibrán,m,"Strong warrior, Gift from God",Unknown
Ginelsexy,,Unknown,Unknown
Gintarė,f,"Amber, bright, shining",Lithuanian
Gintautė,f,Unknown,Lithuanian
Ginè,m,Unknown,Unknown
Giné,f,Unknown,Unknown
Gioródano,m,Unknown,Unknown
Giáni,m,God is gracious,Greek
Gisѐle,f,"Pledge, Hostage",Germanic
Gjønnes,m,Unknown,Norwegian
Gjumlić,,Unknown,Unknown
Girès,m,Uncertain,Uncertain
Gocević,Unknown,Unknown,Unknown
Gjøstein,m,Noble stone,Norwegian
Glückskatzen,,"Luck, Cats",
Glaubwürdiger,,"Believable, Credible, Trustworthy",
Glória,f,"glory, fame, honor",Latin
Goezmé,Unknown,Unknown,Unknown
Godeša,f,"Noble, Good, Gift of God",Slavic
